,Episodes,Avg_rewards,alpha,gamma,epsilon
5126,51261,132.0,0.6,0.99,0.1
5127,51271,193.0,0.6,0.99,0.1
5128,51281,254.2,0.6,0.99,0.1
5129,51291,160.0,0.6,0.99,0.1
5130,51301,141.6,0.6,0.99,0.1
5131,51311,163.6,0.6,0.99,0.1
5132,51321,234.0,0.6,0.99,0.1
5133,51331,231.9,0.6,0.99,0.1
5134,51341,283.1,0.6,0.99,0.1
5135,51351,165.5,0.6,0.99,0.1
5136,51361,194.8,0.6,0.99,0.1
5137,51371,227.2,0.6,0.99,0.1
5138,51381,133.4,0.6,0.99,0.1
5139,51391,156.7,0.6,0.99,0.1
5140,51401,156.8,0.6,0.99,0.1
5141,51411,159.2,0.6,0.99,0.1
5142,51421,106.1,0.6,0.99,0.1
5143,51431,138.9,0.6,0.99,0.1
5144,51441,127.7,0.6,0.99,0.1
5145,51451,143.6,0.6,0.99,0.1
5146,51461,176.2,0.6,0.99,0.1
5147,51471,171.2,0.6,0.99,0.1
5148,51481,129.0,0.6,0.99,0.1
5149,51491,178.6,0.6,0.99,0.1
5150,51501,158.9,0.6,0.99,0.1
5151,51511,160.2,0.6,0.99,0.1
5152,51521,175.5,0.6,0.99,0.1
5153,51531,164.0,0.6,0.99,0.1
5154,51541,255.8,0.6,0.99,0.1
5155,51551,225.5,0.6,0.99,0.1
5156,51561,178.1,0.6,0.99,0.1
5157,51571,177.8,0.6,0.99,0.1
5158,51581,196.9,0.6,0.99,0.1
5159,51591,163.1,0.6,0.99,0.1
5160,51601,212.6,0.6,0.99,0.1
5161,51611,250.9,0.6,0.99,0.1
5162,51621,208.4,0.6,0.99,0.1
5163,51631,215.1,0.6,0.99,0.1
5164,51641,158.4,0.6,0.99,0.1
5165,51651,193.5,0.6,0.99,0.1
5166,51661,153.2,0.6,0.99,0.1
5167,51671,202.3,0.6,0.99,0.1
5168,51681,266.6,0.6,0.99,0.1
5169,51691,118.2,0.6,0.99,0.1
5170,51701,192.4,0.6,0.99,0.1
5171,51711,222.0,0.6,0.99,0.1
5172,51721,279.1,0.6,0.99,0.1
5173,51731,191.3,0.6,0.99,0.1
5174,51741,219.4,0.6,0.99,0.1
5175,51751,226.9,0.6,0.99,0.1
5176,51761,237.1,0.6,0.99,0.1
5177,51771,219.8,0.6,0.99,0.1
5178,51781,218.2,0.6,0.99,0.1
5179,51791,196.6,0.6,0.99,0.1
5180,51801,134.4,0.6,0.99,0.1
5181,51811,151.8,0.6,0.99,0.1
5182,51821,158.4,0.6,0.99,0.1
5183,51831,181.1,0.6,0.99,0.1
5184,51841,121.4,0.6,0.99,0.1
5185,51851,138.2,0.6,0.99,0.1
5186,51861,215.8,0.6,0.99,0.1
5187,51871,127.2,0.6,0.99,0.1
5188,51881,134.5,0.6,0.99,0.1
5189,51891,118.9,0.6,0.99,0.1
5190,51901,142.2,0.6,0.99,0.1
5191,51911,176.4,0.6,0.99,0.1
5192,51921,131.7,0.6,0.99,0.1
5193,51931,135.4,0.6,0.99,0.1
5194,51941,163.8,0.6,0.99,0.1
5195,51951,175.1,0.6,0.99,0.1
5196,51961,225.1,0.6,0.99,0.1
5197,51971,205.7,0.6,0.99,0.1
5198,51981,181.5,0.6,0.99,0.1
5199,51991,179.3,0.6,0.99,0.1
5200,52001,184.1,0.6,0.99,0.1
5201,52011,158.5,0.6,0.99,0.1
5202,52021,144.5,0.6,0.99,0.1
5203,52031,205.5,0.6,0.99,0.1
5204,52041,215.3,0.6,0.99,0.1
5205,52051,182.5,0.6,0.99,0.1
5206,52061,143.8,0.6,0.99,0.1
5207,52071,157.0,0.6,0.99,0.1
5208,52081,251.7,0.6,0.99,0.1
5209,52091,157.3,0.6,0.99,0.1
5210,52101,131.8,0.6,0.99,0.1
5211,52111,243.4,0.6,0.99,0.1
5212,52121,171.0,0.6,0.99,0.1
5213,52131,196.2,0.6,0.99,0.1
5214,52141,216.6,0.6,0.99,0.1
5215,52151,213.6,0.6,0.99,0.1
5216,52161,187.3,0.6,0.99,0.1
5217,52171,187.7,0.6,0.99,0.1
5218,52181,196.4,0.6,0.99,0.1
5219,52191,189.7,0.6,0.99,0.1
5220,52201,207.3,0.6,0.99,0.1
5221,52211,156.8,0.6,0.99,0.1
5222,52221,197.4,0.6,0.99,0.1
5223,52231,193.6,0.6,0.99,0.1
5224,52241,237.7,0.6,0.99,0.1
5225,52251,144.4,0.6,0.99,0.1
5226,52261,271.5,0.6,0.99,0.1
5227,52271,195.9,0.6,0.99,0.1
5228,52281,169.8,0.6,0.99,0.1
5229,52291,256.7,0.6,0.99,0.1
5230,52301,183.2,0.6,0.99,0.1
5231,52311,277.0,0.6,0.99,0.1
5232,52321,259.2,0.6,0.99,0.1
5233,52331,229.5,0.6,0.99,0.1
5234,52341,203.3,0.6,0.99,0.1
5235,52351,149.0,0.6,0.99,0.1
5236,52361,123.1,0.6,0.99,0.1
5237,52371,157.0,0.6,0.99,0.1
5238,52381,149.0,0.6,0.99,0.1
5239,52391,160.7,0.6,0.99,0.1
5240,52401,151.8,0.6,0.99,0.1
5241,52411,206.8,0.6,0.99,0.1
5242,52421,248.7,0.6,0.99,0.1
5243,52431,239.9,0.6,0.99,0.1
5244,52441,204.8,0.6,0.99,0.1
5245,52451,246.2,0.6,0.99,0.1
5246,52461,248.6,0.6,0.99,0.1
5247,52471,161.9,0.6,0.99,0.1
5248,52481,142.9,0.6,0.99,0.1
5249,52491,99.6,0.6,0.99,0.1
5250,52501,171.7,0.6,0.99,0.1
5251,52511,170.0,0.6,0.99,0.1
5252,52521,188.6,0.6,0.99,0.1
5253,52531,145.5,0.6,0.99,0.1
5254,52541,137.5,0.6,0.99,0.1
5255,52551,158.9,0.6,0.99,0.1
5256,52561,152.0,0.6,0.99,0.1
5257,52571,185.1,0.6,0.99,0.1
5258,52581,146.7,0.6,0.99,0.1
5259,52591,168.0,0.6,0.99,0.1
5260,52601,186.0,0.6,0.99,0.1
5261,52611,250.7,0.6,0.99,0.1
5262,52621,249.7,0.6,0.99,0.1
5263,52631,156.2,0.6,0.99,0.1
5264,52641,163.5,0.6,0.99,0.1
5265,52651,170.1,0.6,0.99,0.1
5266,52661,217.0,0.6,0.99,0.1
5267,52671,147.5,0.6,0.99,0.1
5268,52681,143.7,0.6,0.99,0.1
5269,52691,113.6,0.6,0.99,0.1
5270,52701,200.8,0.6,0.99,0.1
5271,52711,171.4,0.6,0.99,0.1
5272,52721,176.6,0.6,0.99,0.1
5273,52731,151.9,0.6,0.99,0.1
5274,52741,118.8,0.6,0.99,0.1
5275,52751,160.3,0.6,0.99,0.1
5276,52761,142.3,0.6,0.99,0.1
5277,52771,214.4,0.6,0.99,0.1
5278,52781,210.2,0.6,0.99,0.1
5279,52791,185.9,0.6,0.99,0.1
5280,52801,191.4,0.6,0.99,0.1
5281,52811,126.0,0.6,0.99,0.1
5282,52821,188.8,0.6,0.99,0.1
5283,52831,189.3,0.6,0.99,0.1
5284,52841,176.9,0.6,0.99,0.1
5285,52851,204.4,0.6,0.99,0.1
5286,52861,178.0,0.6,0.99,0.1
5287,52871,186.8,0.6,0.99,0.1
5288,52881,142.9,0.6,0.99,0.1
5289,52891,136.0,0.6,0.99,0.1
5290,52901,217.6,0.6,0.99,0.1
5291,52911,234.0,0.6,0.99,0.1
5292,52921,208.9,0.6,0.99,0.1
5293,52931,223.3,0.6,0.99,0.1
5294,52941,198.2,0.6,0.99,0.1
5295,52951,171.7,0.6,0.99,0.1
5296,52961,229.4,0.6,0.99,0.1
5297,52971,143.0,0.6,0.99,0.1
5298,52981,197.8,0.6,0.99,0.1
5299,52991,190.4,0.6,0.99,0.1
5300,53001,174.6,0.6,0.99,0.1
5301,53011,240.8,0.6,0.99,0.1
5302,53021,203.8,0.6,0.99,0.1
5303,53031,212.9,0.6,0.99,0.1
5304,53041,184.3,0.6,0.99,0.1
5305,53051,148.9,0.6,0.99,0.1
5306,53061,192.6,0.6,0.99,0.1
5307,53071,199.1,0.6,0.99,0.1
5308,53081,195.2,0.6,0.99,0.1
5309,53091,182.8,0.6,0.99,0.1
5310,53101,162.9,0.6,0.99,0.1
5311,53111,172.3,0.6,0.99,0.1
5312,53121,177.6,0.6,0.99,0.1
5313,53131,212.6,0.6,0.99,0.1
5314,53141,205.2,0.6,0.99,0.1
5315,53151,217.2,0.6,0.99,0.1
5316,53161,169.3,0.6,0.99,0.1
5317,53171,185.9,0.6,0.99,0.1
5318,53181,186.6,0.6,0.99,0.1
5319,53191,185.8,0.6,0.99,0.1
5320,53201,205.7,0.6,0.99,0.1
5321,53211,130.8,0.6,0.99,0.1
5322,53221,117.5,0.6,0.99,0.1
5323,53231,165.7,0.6,0.99,0.1
5324,53241,199.6,0.6,0.99,0.1
5325,53251,237.1,0.6,0.99,0.1
5326,53261,193.7,0.6,0.99,0.1
5327,53271,148.6,0.6,0.99,0.1
5328,53281,132.5,0.6,0.99,0.1
5329,53291,132.7,0.6,0.99,0.1
5330,53301,135.9,0.6,0.99,0.1
5331,53311,146.8,0.6,0.99,0.1
5332,53321,167.0,0.6,0.99,0.1
5333,53331,175.6,0.6,0.99,0.1
5334,53341,141.0,0.6,0.99,0.1
5335,53351,191.6,0.6,0.99,0.1
5336,53361,176.5,0.6,0.99,0.1
5337,53371,176.6,0.6,0.99,0.1
5338,53381,211.9,0.6,0.99,0.1
5339,53391,165.2,0.6,0.99,0.1
5340,53401,156.8,0.6,0.99,0.1
5341,53411,188.2,0.6,0.99,0.1
5342,53421,140.8,0.6,0.99,0.1
5343,53431,167.2,0.6,0.99,0.1
5344,53441,172.0,0.6,0.99,0.1
5345,53451,167.0,0.6,0.99,0.1
5346,53461,212.5,0.6,0.99,0.1
5347,53471,111.8,0.6,0.99,0.1
5348,53481,200.4,0.6,0.99,0.1
5349,53491,177.0,0.6,0.99,0.1
5350,53501,178.4,0.6,0.99,0.1
5351,53511,183.0,0.6,0.99,0.1
5352,53521,233.0,0.6,0.99,0.1
5353,53531,158.4,0.6,0.99,0.1
5354,53541,161.7,0.6,0.99,0.1
5355,53551,195.4,0.6,0.99,0.1
5356,53561,171.3,0.6,0.99,0.1
5357,53571,231.2,0.6,0.99,0.1
5358,53581,153.2,0.6,0.99,0.1
5359,53591,196.6,0.6,0.99,0.1
5360,53601,166.7,0.6,0.99,0.1
5361,53611,124.0,0.6,0.99,0.1
5362,53621,135.6,0.6,0.99,0.1
5363,53631,166.7,0.6,0.99,0.1
5364,53641,161.3,0.6,0.99,0.1
5365,53651,177.8,0.6,0.99,0.1
5366,53661,120.7,0.6,0.99,0.1
5367,53671,135.1,0.6,0.99,0.1
5368,53681,227.4,0.6,0.99,0.1
5369,53691,170.5,0.6,0.99,0.1
5370,53701,136.6,0.6,0.99,0.1
5371,53711,197.1,0.6,0.99,0.1
5372,53721,147.5,0.6,0.99,0.1
5373,53731,172.6,0.6,0.99,0.1
5374,53741,172.6,0.6,0.99,0.1
5375,53751,200.9,0.6,0.99,0.1
5376,53761,146.0,0.6,0.99,0.1
5377,53771,205.6,0.6,0.99,0.1
5378,53781,142.9,0.6,0.99,0.1
5379,53791,169.3,0.6,0.99,0.1
5380,53801,117.7,0.6,0.99,0.1
5381,53811,174.6,0.6,0.99,0.1
5382,53821,189.1,0.6,0.99,0.1
5383,53831,198.3,0.6,0.99,0.1
5384,53841,198.1,0.6,0.99,0.1
5385,53851,171.4,0.6,0.99,0.1
5386,53861,161.9,0.6,0.99,0.1
5387,53871,246.1,0.6,0.99,0.1
5388,53881,140.1,0.6,0.99,0.1
5389,53891,138.7,0.6,0.99,0.1
5390,53901,232.0,0.6,0.99,0.1
5391,53911,259.8,0.6,0.99,0.1
5392,53921,174.6,0.6,0.99,0.1
5393,53931,162.9,0.6,0.99,0.1
5394,53941,188.5,0.6,0.99,0.1
5395,53951,115.1,0.6,0.99,0.1
5396,53961,154.8,0.6,0.99,0.1
5397,53971,183.6,0.6,0.99,0.1
5398,53981,177.4,0.6,0.99,0.1
5399,53991,206.1,0.6,0.99,0.1
5400,54001,163.4,0.6,0.99,0.1
5401,54011,154.5,0.6,0.99,0.1
5402,54021,223.0,0.6,0.99,0.1
5403,54031,171.2,0.6,0.99,0.1
5404,54041,181.5,0.6,0.99,0.1
5405,54051,143.8,0.6,0.99,0.1
5406,54061,162.1,0.6,0.99,0.1
5407,54071,220.1,0.6,0.99,0.1
5408,54081,175.0,0.6,0.99,0.1
5409,54091,214.8,0.6,0.99,0.1
5410,54101,193.3,0.6,0.99,0.1
5411,54111,236.9,0.6,0.99,0.1
5412,54121,139.7,0.6,0.99,0.1
5413,54131,154.7,0.6,0.99,0.1
5414,54141,136.0,0.6,0.99,0.1
5415,54151,119.0,0.6,0.99,0.1
5416,54161,131.7,0.6,0.99,0.1
5417,54171,232.1,0.6,0.99,0.1
5418,54181,169.0,0.6,0.99,0.1
5419,54191,217.0,0.6,0.99,0.1
5420,54201,277.5,0.6,0.99,0.1
5421,54211,188.0,0.6,0.99,0.1
5422,54221,197.3,0.6,0.99,0.1
5423,54231,176.7,0.6,0.99,0.1
5424,54241,172.4,0.6,0.99,0.1
5425,54251,160.6,0.6,0.99,0.1
5426,54261,158.7,0.6,0.99,0.1
5427,54271,190.4,0.6,0.99,0.1
5428,54281,211.6,0.6,0.99,0.1
5429,54291,269.4,0.6,0.99,0.1
5430,54301,227.6,0.6,0.99,0.1
5431,54311,159.3,0.6,0.99,0.1
5432,54321,158.4,0.6,0.99,0.1
5433,54331,202.0,0.6,0.99,0.1
5434,54341,175.4,0.6,0.99,0.1
5435,54351,149.5,0.6,0.99,0.1
5436,54361,181.3,0.6,0.99,0.1
5437,54371,186.0,0.6,0.99,0.1
5438,54381,139.7,0.6,0.99,0.1
5439,54391,171.2,0.6,0.99,0.1
5440,54401,135.4,0.6,0.99,0.1
5441,54411,180.4,0.6,0.99,0.1
5442,54421,229.1,0.6,0.99,0.1
5443,54431,166.1,0.6,0.99,0.1
5444,54441,126.3,0.6,0.99,0.1
5445,54451,188.5,0.6,0.99,0.1
5446,54461,130.7,0.6,0.99,0.1
5447,54471,191.9,0.6,0.99,0.1
5448,54481,135.8,0.6,0.99,0.1
5449,54491,164.3,0.6,0.99,0.1
5450,54501,179.5,0.6,0.99,0.1
5451,54511,139.4,0.6,0.99,0.1
5452,54521,124.0,0.6,0.99,0.1
5453,54531,126.5,0.6,0.99,0.1
5454,54541,217.8,0.6,0.99,0.1
5455,54551,185.8,0.6,0.99,0.1
5456,54561,185.6,0.6,0.99,0.1
5457,54571,141.3,0.6,0.99,0.1
5458,54581,168.9,0.6,0.99,0.1
5459,54591,130.0,0.6,0.99,0.1
5460,54601,169.1,0.6,0.99,0.1
5461,54611,189.2,0.6,0.99,0.1
5462,54621,192.1,0.6,0.99,0.1
5463,54631,179.1,0.6,0.99,0.1
5464,54641,216.5,0.6,0.99,0.1
5465,54651,207.7,0.6,0.99,0.1
5466,54661,203.7,0.6,0.99,0.1
5467,54671,235.9,0.6,0.99,0.1
5468,54681,264.6,0.6,0.99,0.1
5469,54691,203.1,0.6,0.99,0.1
5470,54701,197.3,0.6,0.99,0.1
5471,54711,189.1,0.6,0.99,0.1
5472,54721,167.3,0.6,0.99,0.1
5473,54731,172.2,0.6,0.99,0.1
5474,54741,175.3,0.6,0.99,0.1
5475,54751,181.6,0.6,0.99,0.1
5476,54761,113.9,0.6,0.99,0.1
5477,54771,121.4,0.6,0.99,0.1
5478,54781,148.5,0.6,0.99,0.1
5479,54791,148.4,0.6,0.99,0.1
5480,54801,149.3,0.6,0.99,0.1
5481,54811,137.8,0.6,0.99,0.1
5482,54821,172.2,0.6,0.99,0.1
5483,54831,150.8,0.6,0.99,0.1
5484,54841,166.7,0.6,0.99,0.1
5485,54851,166.1,0.6,0.99,0.1
5486,54861,141.1,0.6,0.99,0.1
5487,54871,156.8,0.6,0.99,0.1
5488,54881,209.7,0.6,0.99,0.1
5489,54891,206.3,0.6,0.99,0.1
5490,54901,222.8,0.6,0.99,0.1
5491,54911,208.9,0.6,0.99,0.1
5492,54921,224.2,0.6,0.99,0.1
5493,54931,160.0,0.6,0.99,0.1
5494,54941,248.5,0.6,0.99,0.1
5495,54951,198.6,0.6,0.99,0.1
5496,54961,157.4,0.6,0.99,0.1
5497,54971,141.0,0.6,0.99,0.1
5498,54981,182.4,0.6,0.99,0.1
5499,54991,167.8,0.6,0.99,0.1
5500,55001,194.8,0.6,0.99,0.1
5501,55011,175.0,0.6,0.99,0.1
5502,55021,177.9,0.6,0.99,0.1
5503,55031,133.8,0.6,0.99,0.1
5504,55041,167.4,0.6,0.99,0.1
5505,55051,165.0,0.6,0.99,0.1
5506,55061,139.5,0.6,0.99,0.1
5507,55071,193.6,0.6,0.99,0.1
5508,55081,151.5,0.6,0.99,0.1
5509,55091,156.0,0.6,0.99,0.1
5510,55101,157.6,0.6,0.99,0.1
5511,55111,170.1,0.6,0.99,0.1
5512,55121,185.5,0.6,0.99,0.1
5513,55131,168.7,0.6,0.99,0.1
5514,55141,177.9,0.6,0.99,0.1
5515,55151,166.2,0.6,0.99,0.1
5516,55161,143.8,0.6,0.99,0.1
5517,55171,217.2,0.6,0.99,0.1
5518,55181,209.9,0.6,0.99,0.1
5519,55191,150.5,0.6,0.99,0.1
5520,55201,229.8,0.6,0.99,0.1
5521,55211,248.6,0.6,0.99,0.1
5522,55221,210.0,0.6,0.99,0.1
5523,55231,198.7,0.6,0.99,0.1
5524,55241,139.0,0.6,0.99,0.1
5525,55251,195.5,0.6,0.99,0.1
5526,55261,252.8,0.6,0.99,0.1
5527,55271,178.5,0.6,0.99,0.1
5528,55281,185.1,0.6,0.99,0.1
5529,55291,152.2,0.6,0.99,0.1
5530,55301,158.7,0.6,0.99,0.1
5531,55311,149.7,0.6,0.99,0.1
5532,55321,175.5,0.6,0.99,0.1
5533,55331,151.8,0.6,0.99,0.1
5534,55341,195.9,0.6,0.99,0.1
5535,55351,159.9,0.6,0.99,0.1
5536,55361,175.3,0.6,0.99,0.1
5537,55371,250.4,0.6,0.99,0.1
5538,55381,181.7,0.6,0.99,0.1
5539,55391,141.0,0.6,0.99,0.1
5540,55401,187.2,0.6,0.99,0.1
5541,55411,198.9,0.6,0.99,0.1
5542,55421,151.6,0.6,0.99,0.1
5543,55431,151.6,0.6,0.99,0.1
5544,55441,129.2,0.6,0.99,0.1
5545,55451,188.8,0.6,0.99,0.1
5546,55461,167.4,0.6,0.99,0.1
5547,55471,181.2,0.6,0.99,0.1
5548,55481,148.9,0.6,0.99,0.1
5549,55491,273.5,0.6,0.99,0.1
5550,55501,176.2,0.6,0.99,0.1
5551,55511,217.3,0.6,0.99,0.1
5552,55521,182.8,0.6,0.99,0.1
5553,55531,174.2,0.6,0.99,0.1
5554,55541,140.5,0.6,0.99,0.1
5555,55551,145.0,0.6,0.99,0.1
5556,55561,188.0,0.6,0.99,0.1
5557,55571,205.6,0.6,0.99,0.1
5558,55581,191.3,0.6,0.99,0.1
5559,55591,155.1,0.6,0.99,0.1
5560,55601,164.8,0.6,0.99,0.1
5561,55611,181.9,0.6,0.99,0.1
5562,55621,138.9,0.6,0.99,0.1
5563,55631,173.6,0.6,0.99,0.1
5564,55641,162.6,0.6,0.99,0.1
5565,55651,140.1,0.6,0.99,0.1
5566,55661,147.0,0.6,0.99,0.1
5567,55671,198.9,0.6,0.99,0.1
5568,55681,190.4,0.6,0.99,0.1
5569,55691,199.7,0.6,0.99,0.1
5570,55701,168.1,0.6,0.99,0.1
5571,55711,174.8,0.6,0.99,0.1
5572,55721,187.8,0.6,0.99,0.1
5573,55731,122.8,0.6,0.99,0.1
5574,55741,133.3,0.6,0.99,0.1
5575,55751,157.2,0.6,0.99,0.1
5576,55761,237.7,0.6,0.99,0.1
5577,55771,247.0,0.6,0.99,0.1
5578,55781,179.3,0.6,0.99,0.1
5579,55791,225.7,0.6,0.99,0.1
5580,55801,201.7,0.6,0.99,0.1
5581,55811,245.7,0.6,0.99,0.1
5582,55821,189.6,0.6,0.99,0.1
5583,55831,185.9,0.6,0.99,0.1
5584,55841,210.8,0.6,0.99,0.1
5585,55851,191.9,0.6,0.99,0.1
5586,55861,162.7,0.6,0.99,0.1
5587,55871,170.2,0.6,0.99,0.1
5588,55881,177.6,0.6,0.99,0.1
5589,55891,135.0,0.6,0.99,0.1
5590,55901,166.2,0.6,0.99,0.1
5591,55911,155.5,0.6,0.99,0.1
5592,55921,137.2,0.6,0.99,0.1
5593,55931,157.6,0.6,0.99,0.1
5594,55941,177.6,0.6,0.99,0.1
5595,55951,138.4,0.6,0.99,0.1
5596,55961,189.3,0.6,0.99,0.1
5597,55971,143.2,0.6,0.99,0.1
5598,55981,164.0,0.6,0.99,0.1
5599,55991,178.4,0.6,0.99,0.1
5600,56001,165.6,0.6,0.99,0.1
5601,56011,181.8,0.6,0.99,0.1
5602,56021,142.6,0.6,0.99,0.1
5603,56031,196.2,0.6,0.99,0.1
5604,56041,229.0,0.6,0.99,0.1
5605,56051,154.3,0.6,0.99,0.1
5606,56061,213.7,0.6,0.99,0.1
5607,56071,240.5,0.6,0.99,0.1
5608,56081,246.5,0.6,0.99,0.1
5609,56091,217.8,0.6,0.99,0.1
5610,56101,175.4,0.6,0.99,0.1
5611,56111,181.4,0.6,0.99,0.1
5612,56121,182.1,0.6,0.99,0.1
5613,56131,298.7,0.6,0.99,0.1
5614,56141,262.8,0.6,0.99,0.1
5615,56151,200.3,0.6,0.99,0.1
5616,56161,180.2,0.6,0.99,0.1
5617,56171,197.1,0.6,0.99,0.1
5618,56181,166.3,0.6,0.99,0.1
5619,56191,183.1,0.6,0.99,0.1
5620,56201,219.8,0.6,0.99,0.1
5621,56211,172.6,0.6,0.99,0.1
5622,56221,231.7,0.6,0.99,0.1
5623,56231,218.7,0.6,0.99,0.1
5624,56241,209.4,0.6,0.99,0.1
5625,56251,143.8,0.6,0.99,0.1
5626,56261,212.5,0.6,0.99,0.1
5627,56271,172.7,0.6,0.99,0.1
5628,56281,164.1,0.6,0.99,0.1
5629,56291,162.8,0.6,0.99,0.1
5630,56301,160.2,0.6,0.99,0.1
5631,56311,228.0,0.6,0.99,0.1
5632,56321,238.8,0.6,0.99,0.1
5633,56331,271.6,0.6,0.99,0.1
5634,56341,231.0,0.6,0.99,0.1
5635,56351,235.5,0.6,0.99,0.1
5636,56361,267.7,0.6,0.99,0.1
5637,56371,199.1,0.6,0.99,0.1
5638,56381,162.8,0.6,0.99,0.1
5639,56391,203.1,0.6,0.99,0.1
5640,56401,187.5,0.6,0.99,0.1
5641,56411,147.8,0.6,0.99,0.1
5642,56421,205.1,0.6,0.99,0.1
5643,56431,162.3,0.6,0.99,0.1
5644,56441,154.8,0.6,0.99,0.1
5645,56451,184.2,0.6,0.99,0.1
5646,56461,149.1,0.6,0.99,0.1
5647,56471,177.5,0.6,0.99,0.1
5648,56481,159.3,0.6,0.99,0.1
5649,56491,208.3,0.6,0.99,0.1
5650,56501,173.0,0.6,0.99,0.1
5651,56511,151.3,0.6,0.99,0.1
5652,56521,250.8,0.6,0.99,0.1
5653,56531,117.0,0.6,0.99,0.1
5654,56541,193.8,0.6,0.99,0.1
5655,56551,192.7,0.6,0.99,0.1
5656,56561,172.0,0.6,0.99,0.1
5657,56571,159.9,0.6,0.99,0.1
5658,56581,135.8,0.6,0.99,0.1
5659,56591,175.6,0.6,0.99,0.1
5660,56601,219.7,0.6,0.99,0.1
5661,56611,235.5,0.6,0.99,0.1
5662,56621,338.4,0.6,0.99,0.1
5663,56631,296.8,0.6,0.99,0.1
5664,56641,247.7,0.6,0.99,0.1
5665,56651,192.0,0.6,0.99,0.1
5666,56661,224.9,0.6,0.99,0.1
5667,56671,270.8,0.6,0.99,0.1
5668,56681,280.6,0.6,0.99,0.1
5669,56691,239.9,0.6,0.99,0.1
5670,56701,197.8,0.6,0.99,0.1
5671,56711,273.7,0.6,0.99,0.1
5672,56721,226.2,0.6,0.99,0.1
5673,56731,250.3,0.6,0.99,0.1
5674,56741,189.4,0.6,0.99,0.1
5675,56751,249.4,0.6,0.99,0.1
5676,56761,170.5,0.6,0.99,0.1
5677,56771,224.7,0.6,0.99,0.1
5678,56781,249.0,0.6,0.99,0.1
5679,56791,182.3,0.6,0.99,0.1
5680,56801,179.6,0.6,0.99,0.1
5681,56811,221.2,0.6,0.99,0.1
5682,56821,250.4,0.6,0.99,0.1
5683,56831,166.7,0.6,0.99,0.1
5684,56841,191.1,0.6,0.99,0.1
5685,56851,209.5,0.6,0.99,0.1
5686,56861,153.0,0.6,0.99,0.1
5687,56871,137.4,0.6,0.99,0.1
5688,56881,169.3,0.6,0.99,0.1
5689,56891,194.9,0.6,0.99,0.1
5690,56901,139.4,0.6,0.99,0.1
5691,56911,156.8,0.6,0.99,0.1
5692,56921,232.8,0.6,0.99,0.1
5693,56931,182.9,0.6,0.99,0.1
5694,56941,142.3,0.6,0.99,0.1
5695,56951,206.8,0.6,0.99,0.1
5696,56961,225.6,0.6,0.99,0.1
5697,56971,154.2,0.6,0.99,0.1
5698,56981,197.1,0.6,0.99,0.1
5699,56991,241.1,0.6,0.99,0.1
5700,57001,177.3,0.6,0.99,0.1
5701,57011,203.6,0.6,0.99,0.1
5702,57021,224.4,0.6,0.99,0.1
5703,57031,207.4,0.6,0.99,0.1
5704,57041,199.0,0.6,0.99,0.1
5705,57051,150.2,0.6,0.99,0.1
5706,57061,209.1,0.6,0.99,0.1
5707,57071,165.4,0.6,0.99,0.1
5708,57081,163.6,0.6,0.99,0.1
5709,57091,173.3,0.6,0.99,0.1
5710,57101,215.1,0.6,0.99,0.1
5711,57111,195.9,0.6,0.99,0.1
5712,57121,246.9,0.6,0.99,0.1
5713,57131,201.8,0.6,0.99,0.1
5714,57141,190.2,0.6,0.99,0.1
5715,57151,190.8,0.6,0.99,0.1
5716,57161,136.3,0.6,0.99,0.1
5717,57171,227.1,0.6,0.99,0.1
5718,57181,146.0,0.6,0.99,0.1
5719,57191,164.9,0.6,0.99,0.1
5720,57201,172.7,0.6,0.99,0.1
5721,57211,235.8,0.6,0.99,0.1
5722,57221,187.1,0.6,0.99,0.1
5723,57231,121.3,0.6,0.99,0.1
5724,57241,177.0,0.6,0.99,0.1
5725,57251,178.3,0.6,0.99,0.1
5726,57261,172.7,0.6,0.99,0.1
5727,57271,221.4,0.6,0.99,0.1
5728,57281,181.6,0.6,0.99,0.1
5729,57291,236.3,0.6,0.99,0.1
5730,57301,134.9,0.6,0.99,0.1
5731,57311,170.5,0.6,0.99,0.1
5732,57321,181.0,0.6,0.99,0.1
5733,57331,186.9,0.6,0.99,0.1
5734,57341,160.3,0.6,0.99,0.1
5735,57351,156.3,0.6,0.99,0.1
5736,57361,222.3,0.6,0.99,0.1
5737,57371,196.0,0.6,0.99,0.1
5738,57381,221.9,0.6,0.99,0.1
5739,57391,289.6,0.6,0.99,0.1
5740,57401,204.3,0.6,0.99,0.1
5741,57411,159.3,0.6,0.99,0.1
5742,57421,268.8,0.6,0.99,0.1
5743,57431,199.8,0.6,0.99,0.1
5744,57441,236.9,0.6,0.99,0.1
5745,57451,210.4,0.6,0.99,0.1
5746,57461,227.0,0.6,0.99,0.1
5747,57471,157.8,0.6,0.99,0.1
5748,57481,202.5,0.6,0.99,0.1
5749,57491,174.1,0.6,0.99,0.1
5750,57501,197.6,0.6,0.99,0.1
5751,57511,249.2,0.6,0.99,0.1
5752,57521,207.3,0.6,0.99,0.1
5753,57531,160.5,0.6,0.99,0.1
5754,57541,152.8,0.6,0.99,0.1
5755,57551,178.4,0.6,0.99,0.1
5756,57561,189.7,0.6,0.99,0.1
5757,57571,185.1,0.6,0.99,0.1
5758,57581,148.4,0.6,0.99,0.1
5759,57591,194.2,0.6,0.99,0.1
5760,57601,209.7,0.6,0.99,0.1
