,Episodes,Avg_rewards,alpha,gamma,epsilon
2345,23451,112.6,0.6,0.99,0.1
2346,23461,103.2,0.6,0.99,0.1
2347,23471,110.0,0.6,0.99,0.1
2348,23481,107.5,0.6,0.99,0.1
2349,23491,85.7,0.6,0.99,0.1
2350,23501,87.7,0.6,0.99,0.1
2351,23511,112.4,0.6,0.99,0.1
2352,23521,108.7,0.6,0.99,0.1
2353,23531,114.9,0.6,0.99,0.1
2354,23541,202.0,0.6,0.99,0.1
2355,23551,161.4,0.6,0.99,0.1
2356,23561,136.3,0.6,0.99,0.1
2357,23571,163.7,0.6,0.99,0.1
2358,23581,92.0,0.6,0.99,0.1
2359,23591,109.3,0.6,0.99,0.1
2360,23601,76.1,0.6,0.99,0.1
2361,23611,125.0,0.6,0.99,0.1
2362,23621,101.1,0.6,0.99,0.1
2363,23631,123.9,0.6,0.99,0.1
2364,23641,136.7,0.6,0.99,0.1
2365,23651,90.3,0.6,0.99,0.1
2366,23661,171.1,0.6,0.99,0.1
2367,23671,141.9,0.6,0.99,0.1
2368,23681,119.5,0.6,0.99,0.1
2369,23691,133.1,0.6,0.99,0.1
2370,23701,116.8,0.6,0.99,0.1
2371,23711,106.6,0.6,0.99,0.1
2372,23721,97.1,0.6,0.99,0.1
2373,23731,184.9,0.6,0.99,0.1
2374,23741,192.3,0.6,0.99,0.1
2375,23751,145.2,0.6,0.99,0.1
2376,23761,133.7,0.6,0.99,0.1
2377,23771,120.8,0.6,0.99,0.1
2378,23781,88.3,0.6,0.99,0.1
2379,23791,95.2,0.6,0.99,0.1
2380,23801,79.2,0.6,0.99,0.1
2381,23811,96.4,0.6,0.99,0.1
2382,23821,104.8,0.6,0.99,0.1
2383,23831,101.8,0.6,0.99,0.1
2384,23841,107.3,0.6,0.99,0.1
2385,23851,112.0,0.6,0.99,0.1
2386,23861,90.1,0.6,0.99,0.1
2387,23871,110.4,0.6,0.99,0.1
2388,23881,142.7,0.6,0.99,0.1
2389,23891,133.1,0.6,0.99,0.1
2390,23901,241.0,0.6,0.99,0.1
2391,23911,192.1,0.6,0.99,0.1
2392,23921,169.8,0.6,0.99,0.1
2393,23931,179.2,0.6,0.99,0.1
2394,23941,150.3,0.6,0.99,0.1
2395,23951,136.3,0.6,0.99,0.1
2396,23961,225.5,0.6,0.99,0.1
2397,23971,115.1,0.6,0.99,0.1
2398,23981,123.6,0.6,0.99,0.1
2399,23991,111.5,0.6,0.99,0.1
2400,24001,125.2,0.6,0.99,0.1
2401,24011,95.5,0.6,0.99,0.1
2402,24021,111.6,0.6,0.99,0.1
2403,24031,90.5,0.6,0.99,0.1
2404,24041,97.5,0.6,0.99,0.1
2405,24051,101.5,0.6,0.99,0.1
2406,24061,82.8,0.6,0.99,0.1
2407,24071,216.3,0.6,0.99,0.1
2408,24081,99.5,0.6,0.99,0.1
2409,24091,109.6,0.6,0.99,0.1
2410,24101,115.0,0.6,0.99,0.1
2411,24111,117.6,0.6,0.99,0.1
2412,24121,148.3,0.6,0.99,0.1
2413,24131,186.2,0.6,0.99,0.1
2414,24141,123.2,0.6,0.99,0.1
2415,24151,90.9,0.6,0.99,0.1
2416,24161,141.9,0.6,0.99,0.1
2417,24171,162.4,0.6,0.99,0.1
2418,24181,108.9,0.6,0.99,0.1
2419,24191,115.9,0.6,0.99,0.1
2420,24201,145.6,0.6,0.99,0.1
2421,24211,117.1,0.6,0.99,0.1
2422,24221,144.1,0.6,0.99,0.1
2423,24231,154.5,0.6,0.99,0.1
2424,24241,137.4,0.6,0.99,0.1
2425,24251,103.4,0.6,0.99,0.1
2426,24261,134.8,0.6,0.99,0.1
2427,24271,154.9,0.6,0.99,0.1
2428,24281,132.5,0.6,0.99,0.1
2429,24291,132.7,0.6,0.99,0.1
2430,24301,154.8,0.6,0.99,0.1
2431,24311,120.6,0.6,0.99,0.1
2432,24321,134.4,0.6,0.99,0.1
2433,24331,144.9,0.6,0.99,0.1
2434,24341,192.2,0.6,0.99,0.1
2435,24351,144.5,0.6,0.99,0.1
2436,24361,94.8,0.6,0.99,0.1
2437,24371,97.1,0.6,0.99,0.1
2438,24381,185.2,0.6,0.99,0.1
2439,24391,133.0,0.6,0.99,0.1
2440,24401,107.9,0.6,0.99,0.1
2441,24411,114.6,0.6,0.99,0.1
2442,24421,136.5,0.6,0.99,0.1
2443,24431,137.9,0.6,0.99,0.1
2444,24441,107.3,0.6,0.99,0.1
2445,24451,177.5,0.6,0.99,0.1
2446,24461,109.0,0.6,0.99,0.1
2447,24471,96.7,0.6,0.99,0.1
2448,24481,128.0,0.6,0.99,0.1
2449,24491,131.4,0.6,0.99,0.1
2450,24501,145.9,0.6,0.99,0.1
2451,24511,77.1,0.6,0.99,0.1
2452,24521,137.8,0.6,0.99,0.1
2453,24531,99.1,0.6,0.99,0.1
2454,24541,139.7,0.6,0.99,0.1
2455,24551,116.6,0.6,0.99,0.1
2456,24561,124.1,0.6,0.99,0.1
2457,24571,135.0,0.6,0.99,0.1
2458,24581,201.7,0.6,0.99,0.1
2459,24591,136.0,0.6,0.99,0.1
2460,24601,164.7,0.6,0.99,0.1
2461,24611,141.0,0.6,0.99,0.1
2462,24621,103.2,0.6,0.99,0.1
2463,24631,131.0,0.6,0.99,0.1
2464,24641,131.9,0.6,0.99,0.1
2465,24651,109.4,0.6,0.99,0.1
2466,24661,164.1,0.6,0.99,0.1
2467,24671,92.2,0.6,0.99,0.1
2468,24681,141.1,0.6,0.99,0.1
2469,24691,125.8,0.6,0.99,0.1
2470,24701,131.3,0.6,0.99,0.1
2471,24711,100.6,0.6,0.99,0.1
2472,24721,122.5,0.6,0.99,0.1
2473,24731,81.2,0.6,0.99,0.1
2474,24741,155.8,0.6,0.99,0.1
2475,24751,163.2,0.6,0.99,0.1
2476,24761,101.1,0.6,0.99,0.1
2477,24771,161.9,0.6,0.99,0.1
2478,24781,191.2,0.6,0.99,0.1
2479,24791,128.7,0.6,0.99,0.1
2480,24801,146.9,0.6,0.99,0.1
2481,24811,159.7,0.6,0.99,0.1
2482,24821,158.4,0.6,0.99,0.1
2483,24831,173.7,0.6,0.99,0.1
2484,24841,140.3,0.6,0.99,0.1
2485,24851,148.5,0.6,0.99,0.1
2486,24861,119.0,0.6,0.99,0.1
2487,24871,92.8,0.6,0.99,0.1
2488,24881,153.4,0.6,0.99,0.1
2489,24891,124.3,0.6,0.99,0.1
2490,24901,127.2,0.6,0.99,0.1
2491,24911,159.0,0.6,0.99,0.1
2492,24921,123.2,0.6,0.99,0.1
2493,24931,97.8,0.6,0.99,0.1
2494,24941,82.0,0.6,0.99,0.1
2495,24951,146.9,0.6,0.99,0.1
2496,24961,90.5,0.6,0.99,0.1
2497,24971,93.9,0.6,0.99,0.1
2498,24981,120.9,0.6,0.99,0.1
2499,24991,100.6,0.6,0.99,0.1
2500,25001,121.0,0.6,0.99,0.1
2501,25011,118.0,0.6,0.99,0.1
2502,25021,128.8,0.6,0.99,0.1
2503,25031,115.1,0.6,0.99,0.1
2504,25041,85.6,0.6,0.99,0.1
2505,25051,102.1,0.6,0.99,0.1
2506,25061,122.4,0.6,0.99,0.1
2507,25071,135.3,0.6,0.99,0.1
2508,25081,138.2,0.6,0.99,0.1
2509,25091,156.1,0.6,0.99,0.1
2510,25101,136.4,0.6,0.99,0.1
2511,25111,121.6,0.6,0.99,0.1
2512,25121,156.2,0.6,0.99,0.1
2513,25131,163.2,0.6,0.99,0.1
2514,25141,165.5,0.6,0.99,0.1
2515,25151,173.5,0.6,0.99,0.1
2516,25161,145.2,0.6,0.99,0.1
2517,25171,86.1,0.6,0.99,0.1
2518,25181,93.4,0.6,0.99,0.1
2519,25191,111.2,0.6,0.99,0.1
2520,25201,124.2,0.6,0.99,0.1
2521,25211,106.8,0.6,0.99,0.1
2522,25221,137.1,0.6,0.99,0.1
2523,25231,122.7,0.6,0.99,0.1
2524,25241,122.3,0.6,0.99,0.1
2525,25251,119.1,0.6,0.99,0.1
2526,25261,116.7,0.6,0.99,0.1
2527,25271,111.5,0.6,0.99,0.1
2528,25281,122.0,0.6,0.99,0.1
2529,25291,151.1,0.6,0.99,0.1
2530,25301,127.6,0.6,0.99,0.1
2531,25311,97.8,0.6,0.99,0.1
2532,25321,203.1,0.6,0.99,0.1
2533,25331,150.8,0.6,0.99,0.1
2534,25341,114.6,0.6,0.99,0.1
2535,25351,104.3,0.6,0.99,0.1
2536,25361,132.1,0.6,0.99,0.1
2537,25371,168.9,0.6,0.99,0.1
2538,25381,142.2,0.6,0.99,0.1
2539,25391,137.3,0.6,0.99,0.1
2540,25401,137.6,0.6,0.99,0.1
2541,25411,130.6,0.6,0.99,0.1
2542,25421,126.6,0.6,0.99,0.1
2543,25431,167.1,0.6,0.99,0.1
2544,25441,136.5,0.6,0.99,0.1
2545,25451,106.6,0.6,0.99,0.1
2546,25461,94.6,0.6,0.99,0.1
2547,25471,170.3,0.6,0.99,0.1
2548,25481,120.9,0.6,0.99,0.1
2549,25491,171.6,0.6,0.99,0.1
2550,25501,130.3,0.6,0.99,0.1
2551,25511,140.6,0.6,0.99,0.1
2552,25521,119.5,0.6,0.99,0.1
2553,25531,149.9,0.6,0.99,0.1
2554,25541,138.3,0.6,0.99,0.1
2555,25551,115.0,0.6,0.99,0.1
2556,25561,126.9,0.6,0.99,0.1
2557,25571,93.1,0.6,0.99,0.1
2558,25581,93.7,0.6,0.99,0.1
2559,25591,173.0,0.6,0.99,0.1
2560,25601,127.3,0.6,0.99,0.1
2561,25611,112.9,0.6,0.99,0.1
2562,25621,121.8,0.6,0.99,0.1
2563,25631,108.1,0.6,0.99,0.1
2564,25641,128.1,0.6,0.99,0.1
2565,25651,165.4,0.6,0.99,0.1
2566,25661,157.3,0.6,0.99,0.1
2567,25671,132.8,0.6,0.99,0.1
2568,25681,142.1,0.6,0.99,0.1
2569,25691,157.8,0.6,0.99,0.1
2570,25701,151.9,0.6,0.99,0.1
2571,25711,115.9,0.6,0.99,0.1
2572,25721,148.0,0.6,0.99,0.1
2573,25731,112.6,0.6,0.99,0.1
2574,25741,97.1,0.6,0.99,0.1
2575,25751,105.7,0.6,0.99,0.1
2576,25761,110.8,0.6,0.99,0.1
2577,25771,108.6,0.6,0.99,0.1
2578,25781,148.8,0.6,0.99,0.1
2579,25791,184.6,0.6,0.99,0.1
2580,25801,125.3,0.6,0.99,0.1
2581,25811,140.6,0.6,0.99,0.1
2582,25821,129.2,0.6,0.99,0.1
2583,25831,189.6,0.6,0.99,0.1
2584,25841,135.7,0.6,0.99,0.1
2585,25851,133.4,0.6,0.99,0.1
2586,25861,140.9,0.6,0.99,0.1
2587,25871,156.1,0.6,0.99,0.1
2588,25881,144.1,0.6,0.99,0.1
2589,25891,136.4,0.6,0.99,0.1
2590,25901,103.0,0.6,0.99,0.1
2591,25911,136.4,0.6,0.99,0.1
2592,25921,124.1,0.6,0.99,0.1
2593,25931,224.4,0.6,0.99,0.1
2594,25941,90.3,0.6,0.99,0.1
2595,25951,87.4,0.6,0.99,0.1
2596,25961,126.0,0.6,0.99,0.1
2597,25971,82.0,0.6,0.99,0.1
2598,25981,93.9,0.6,0.99,0.1
2599,25991,118.1,0.6,0.99,0.1
2600,26001,111.8,0.6,0.99,0.1
2601,26011,125.8,0.6,0.99,0.1
2602,26021,122.3,0.6,0.99,0.1
2603,26031,127.6,0.6,0.99,0.1
2604,26041,102.4,0.6,0.99,0.1
2605,26051,299.2,0.6,0.99,0.1
2606,26061,188.1,0.6,0.99,0.1
2607,26071,137.8,0.6,0.99,0.1
2608,26081,151.8,0.6,0.99,0.1
2609,26091,156.1,0.6,0.99,0.1
2610,26101,137.5,0.6,0.99,0.1
2611,26111,80.1,0.6,0.99,0.1
2612,26121,84.3,0.6,0.99,0.1
2613,26131,111.1,0.6,0.99,0.1
2614,26141,116.1,0.6,0.99,0.1
2615,26151,256.9,0.6,0.99,0.1
2616,26161,212.3,0.6,0.99,0.1
2617,26171,208.7,0.6,0.99,0.1
2618,26181,177.8,0.6,0.99,0.1
2619,26191,153.4,0.6,0.99,0.1
2620,26201,162.7,0.6,0.99,0.1
2621,26211,106.0,0.6,0.99,0.1
2622,26221,112.4,0.6,0.99,0.1
2623,26231,117.8,0.6,0.99,0.1
2624,26241,136.7,0.6,0.99,0.1
2625,26251,101.7,0.6,0.99,0.1
2626,26261,138.6,0.6,0.99,0.1
2627,26271,135.4,0.6,0.99,0.1
2628,26281,111.2,0.6,0.99,0.1
2629,26291,169.7,0.6,0.99,0.1
2630,26301,155.1,0.6,0.99,0.1
2631,26311,102.9,0.6,0.99,0.1
2632,26321,120.4,0.6,0.99,0.1
2633,26331,116.0,0.6,0.99,0.1
2634,26341,152.8,0.6,0.99,0.1
2635,26351,127.0,0.6,0.99,0.1
2636,26361,120.7,0.6,0.99,0.1
2637,26371,147.4,0.6,0.99,0.1
2638,26381,92.4,0.6,0.99,0.1
2639,26391,157.1,0.6,0.99,0.1
2640,26401,130.9,0.6,0.99,0.1
2641,26411,132.5,0.6,0.99,0.1
2642,26421,115.7,0.6,0.99,0.1
2643,26431,145.5,0.6,0.99,0.1
2644,26441,89.1,0.6,0.99,0.1
2645,26451,168.0,0.6,0.99,0.1
2646,26461,116.9,0.6,0.99,0.1
2647,26471,133.9,0.6,0.99,0.1
2648,26481,111.1,0.6,0.99,0.1
2649,26491,136.8,0.6,0.99,0.1
2650,26501,142.4,0.6,0.99,0.1
2651,26511,113.6,0.6,0.99,0.1
2652,26521,91.8,0.6,0.99,0.1
2653,26531,132.7,0.6,0.99,0.1
2654,26541,165.0,0.6,0.99,0.1
2655,26551,97.8,0.6,0.99,0.1
2656,26561,130.2,0.6,0.99,0.1
2657,26571,211.3,0.6,0.99,0.1
2658,26581,216.0,0.6,0.99,0.1
2659,26591,104.9,0.6,0.99,0.1
2660,26601,160.1,0.6,0.99,0.1
2661,26611,118.2,0.6,0.99,0.1
2662,26621,142.0,0.6,0.99,0.1
2663,26631,175.3,0.6,0.99,0.1
2664,26641,151.1,0.6,0.99,0.1
2665,26651,120.4,0.6,0.99,0.1
2666,26661,92.0,0.6,0.99,0.1
2667,26671,173.6,0.6,0.99,0.1
2668,26681,155.8,0.6,0.99,0.1
2669,26691,127.9,0.6,0.99,0.1
2670,26701,112.0,0.6,0.99,0.1
2671,26711,145.9,0.6,0.99,0.1
2672,26721,159.8,0.6,0.99,0.1
2673,26731,146.0,0.6,0.99,0.1
2674,26741,100.8,0.6,0.99,0.1
2675,26751,117.9,0.6,0.99,0.1
2676,26761,141.6,0.6,0.99,0.1
2677,26771,117.1,0.6,0.99,0.1
2678,26781,175.3,0.6,0.99,0.1
2679,26791,148.1,0.6,0.99,0.1
2680,26801,95.4,0.6,0.99,0.1
2681,26811,172.0,0.6,0.99,0.1
2682,26821,134.7,0.6,0.99,0.1
2683,26831,120.7,0.6,0.99,0.1
2684,26841,89.6,0.6,0.99,0.1
2685,26851,171.8,0.6,0.99,0.1
2686,26861,100.7,0.6,0.99,0.1
2687,26871,123.9,0.6,0.99,0.1
2688,26881,125.8,0.6,0.99,0.1
2689,26891,188.7,0.6,0.99,0.1
2690,26901,165.2,0.6,0.99,0.1
2691,26911,101.4,0.6,0.99,0.1
2692,26921,121.3,0.6,0.99,0.1
2693,26931,128.5,0.6,0.99,0.1
2694,26941,119.9,0.6,0.99,0.1
2695,26951,102.8,0.6,0.99,0.1
2696,26961,108.3,0.6,0.99,0.1
2697,26971,161.5,0.6,0.99,0.1
2698,26981,118.1,0.6,0.99,0.1
2699,26991,122.9,0.6,0.99,0.1
2700,27001,94.0,0.6,0.99,0.1
2701,27011,95.9,0.6,0.99,0.1
2702,27021,105.8,0.6,0.99,0.1
2703,27031,128.3,0.6,0.99,0.1
2704,27041,122.1,0.6,0.99,0.1
2705,27051,118.4,0.6,0.99,0.1
2706,27061,177.2,0.6,0.99,0.1
2707,27071,131.1,0.6,0.99,0.1
2708,27081,114.1,0.6,0.99,0.1
2709,27091,120.3,0.6,0.99,0.1
2710,27101,120.0,0.6,0.99,0.1
2711,27111,106.6,0.6,0.99,0.1
2712,27121,104.3,0.6,0.99,0.1
2713,27131,108.5,0.6,0.99,0.1
2714,27141,92.9,0.6,0.99,0.1
2715,27151,91.7,0.6,0.99,0.1
2716,27161,105.1,0.6,0.99,0.1
2717,27171,138.3,0.6,0.99,0.1
2718,27181,126.3,0.6,0.99,0.1
2719,27191,109.0,0.6,0.99,0.1
2720,27201,118.6,0.6,0.99,0.1
2721,27211,136.8,0.6,0.99,0.1
2722,27221,195.1,0.6,0.99,0.1
2723,27231,157.3,0.6,0.99,0.1
2724,27241,129.1,0.6,0.99,0.1
2725,27251,151.4,0.6,0.99,0.1
2726,27261,144.5,0.6,0.99,0.1
2727,27271,131.3,0.6,0.99,0.1
2728,27281,148.0,0.6,0.99,0.1
2729,27291,101.6,0.6,0.99,0.1
2730,27301,142.4,0.6,0.99,0.1
2731,27311,104.0,0.6,0.99,0.1
2732,27321,139.5,0.6,0.99,0.1
2733,27331,99.3,0.6,0.99,0.1
2734,27341,79.6,0.6,0.99,0.1
2735,27351,117.9,0.6,0.99,0.1
2736,27361,104.5,0.6,0.99,0.1
2737,27371,121.3,0.6,0.99,0.1
2738,27381,134.5,0.6,0.99,0.1
2739,27391,133.1,0.6,0.99,0.1
2740,27401,115.1,0.6,0.99,0.1
2741,27411,128.7,0.6,0.99,0.1
2742,27421,130.1,0.6,0.99,0.1
2743,27431,93.6,0.6,0.99,0.1
2744,27441,87.8,0.6,0.99,0.1
2745,27451,119.8,0.6,0.99,0.1
2746,27461,139.9,0.6,0.99,0.1
2747,27471,130.6,0.6,0.99,0.1
2748,27481,123.8,0.6,0.99,0.1
2749,27491,123.9,0.6,0.99,0.1
2750,27501,108.3,0.6,0.99,0.1
2751,27511,111.5,0.6,0.99,0.1
2752,27521,123.9,0.6,0.99,0.1
2753,27531,118.4,0.6,0.99,0.1
2754,27541,91.5,0.6,0.99,0.1
2755,27551,134.8,0.6,0.99,0.1
2756,27561,94.0,0.6,0.99,0.1
2757,27571,153.2,0.6,0.99,0.1
2758,27581,107.2,0.6,0.99,0.1
2759,27591,156.3,0.6,0.99,0.1
2760,27601,132.7,0.6,0.99,0.1
2761,27611,133.4,0.6,0.99,0.1
2762,27621,157.6,0.6,0.99,0.1
2763,27631,112.4,0.6,0.99,0.1
2764,27641,168.9,0.6,0.99,0.1
2765,27651,158.4,0.6,0.99,0.1
2766,27661,124.3,0.6,0.99,0.1
2767,27671,170.5,0.6,0.99,0.1
2768,27681,171.7,0.6,0.99,0.1
2769,27691,119.3,0.6,0.99,0.1
2770,27701,86.6,0.6,0.99,0.1
2771,27711,119.1,0.6,0.99,0.1
2772,27721,211.8,0.6,0.99,0.1
2773,27731,131.7,0.6,0.99,0.1
2774,27741,139.6,0.6,0.99,0.1
2775,27751,134.0,0.6,0.99,0.1
2776,27761,206.5,0.6,0.99,0.1
2777,27771,165.3,0.6,0.99,0.1
2778,27781,112.5,0.6,0.99,0.1
2779,27791,127.9,0.6,0.99,0.1
2780,27801,76.8,0.6,0.99,0.1
2781,27811,115.4,0.6,0.99,0.1
2782,27821,103.4,0.6,0.99,0.1
2783,27831,123.0,0.6,0.99,0.1
2784,27841,103.0,0.6,0.99,0.1
2785,27851,151.6,0.6,0.99,0.1
2786,27861,113.1,0.6,0.99,0.1
2787,27871,101.3,0.6,0.99,0.1
2788,27881,158.1,0.6,0.99,0.1
2789,27891,127.9,0.6,0.99,0.1
2790,27901,126.3,0.6,0.99,0.1
2791,27911,114.3,0.6,0.99,0.1
2792,27921,227.3,0.6,0.99,0.1
2793,27931,160.2,0.6,0.99,0.1
2794,27941,139.6,0.6,0.99,0.1
2795,27951,172.9,0.6,0.99,0.1
2796,27961,179.1,0.6,0.99,0.1
2797,27971,92.1,0.6,0.99,0.1
2798,27981,159.0,0.6,0.99,0.1
2799,27991,126.1,0.6,0.99,0.1
2800,28001,130.5,0.6,0.99,0.1
2801,28011,125.8,0.6,0.99,0.1
2802,28021,134.7,0.6,0.99,0.1
2803,28031,117.6,0.6,0.99,0.1
2804,28041,135.0,0.6,0.99,0.1
2805,28051,132.4,0.6,0.99,0.1
2806,28061,182.7,0.6,0.99,0.1
2807,28071,168.1,0.6,0.99,0.1
2808,28081,109.3,0.6,0.99,0.1
2809,28091,138.0,0.6,0.99,0.1
2810,28101,128.0,0.6,0.99,0.1
2811,28111,148.5,0.6,0.99,0.1
2812,28121,162.1,0.6,0.99,0.1
2813,28131,170.8,0.6,0.99,0.1
2814,28141,121.8,0.6,0.99,0.1
2815,28151,148.3,0.6,0.99,0.1
2816,28161,220.8,0.6,0.99,0.1
2817,28171,144.1,0.6,0.99,0.1
2818,28181,165.7,0.6,0.99,0.1
2819,28191,241.3,0.6,0.99,0.1
2820,28201,198.6,0.6,0.99,0.1
2821,28211,142.1,0.6,0.99,0.1
2822,28221,202.6,0.6,0.99,0.1
2823,28231,134.7,0.6,0.99,0.1
2824,28241,153.6,0.6,0.99,0.1
2825,28251,108.0,0.6,0.99,0.1
2826,28261,108.7,0.6,0.99,0.1
2827,28271,127.8,0.6,0.99,0.1
2828,28281,116.5,0.6,0.99,0.1
2829,28291,178.5,0.6,0.99,0.1
2830,28301,122.2,0.6,0.99,0.1
2831,28311,216.5,0.6,0.99,0.1
2832,28321,144.3,0.6,0.99,0.1
2833,28331,136.4,0.6,0.99,0.1
2834,28341,104.3,0.6,0.99,0.1
2835,28351,152.6,0.6,0.99,0.1
2836,28361,153.0,0.6,0.99,0.1
2837,28371,164.1,0.6,0.99,0.1
2838,28381,199.3,0.6,0.99,0.1
2839,28391,163.3,0.6,0.99,0.1
2840,28401,93.9,0.6,0.99,0.1
2841,28411,132.6,0.6,0.99,0.1
2842,28421,112.2,0.6,0.99,0.1
2843,28431,232.1,0.6,0.99,0.1
2844,28441,107.8,0.6,0.99,0.1
2845,28451,125.6,0.6,0.99,0.1
2846,28461,175.6,0.6,0.99,0.1
2847,28471,147.6,0.6,0.99,0.1
2848,28481,171.1,0.6,0.99,0.1
2849,28491,110.7,0.6,0.99,0.1
2850,28501,153.0,0.6,0.99,0.1
2851,28511,183.8,0.6,0.99,0.1
2852,28521,176.4,0.6,0.99,0.1
2853,28531,130.1,0.6,0.99,0.1
2854,28541,109.4,0.6,0.99,0.1
2855,28551,128.9,0.6,0.99,0.1
2856,28561,154.1,0.6,0.99,0.1
2857,28571,175.8,0.6,0.99,0.1
2858,28581,117.1,0.6,0.99,0.1
2859,28591,163.5,0.6,0.99,0.1
2860,28601,140.9,0.6,0.99,0.1
2861,28611,137.4,0.6,0.99,0.1
2862,28621,154.9,0.6,0.99,0.1
2863,28631,121.1,0.6,0.99,0.1
2864,28641,135.8,0.6,0.99,0.1
2865,28651,144.7,0.6,0.99,0.1
2866,28661,112.4,0.6,0.99,0.1
2867,28671,123.4,0.6,0.99,0.1
2868,28681,132.6,0.6,0.99,0.1
2869,28691,82.4,0.6,0.99,0.1
2870,28701,119.0,0.6,0.99,0.1
2871,28711,130.9,0.6,0.99,0.1
2872,28721,129.0,0.6,0.99,0.1
2873,28731,168.3,0.6,0.99,0.1
2874,28741,166.9,0.6,0.99,0.1
2875,28751,105.6,0.6,0.99,0.1
2876,28761,152.6,0.6,0.99,0.1
2877,28771,138.5,0.6,0.99,0.1
2878,28781,147.7,0.6,0.99,0.1
2879,28791,163.3,0.6,0.99,0.1
2880,28801,130.2,0.6,0.99,0.1
2881,28811,254.1,0.6,0.99,0.1
2882,28821,185.5,0.6,0.99,0.1
2883,28831,142.4,0.6,0.99,0.1
2884,28841,175.7,0.6,0.99,0.1
2885,28851,134.4,0.6,0.99,0.1
2886,28861,122.7,0.6,0.99,0.1
2887,28871,141.1,0.6,0.99,0.1
2888,28881,152.3,0.6,0.99,0.1
2889,28891,183.9,0.6,0.99,0.1
2890,28901,166.8,0.6,0.99,0.1
2891,28911,157.9,0.6,0.99,0.1
2892,28921,152.0,0.6,0.99,0.1
2893,28931,119.7,0.6,0.99,0.1
2894,28941,139.1,0.6,0.99,0.1
2895,28951,114.4,0.6,0.99,0.1
2896,28961,154.7,0.6,0.99,0.1
2897,28971,145.9,0.6,0.99,0.1
2898,28981,153.7,0.6,0.99,0.1
2899,28991,136.9,0.6,0.99,0.1
2900,29001,143.3,0.6,0.99,0.1
2901,29011,166.9,0.6,0.99,0.1
2902,29021,183.3,0.6,0.99,0.1
2903,29031,124.5,0.6,0.99,0.1
2904,29041,228.3,0.6,0.99,0.1
2905,29051,124.5,0.6,0.99,0.1
2906,29061,162.8,0.6,0.99,0.1
2907,29071,136.0,0.6,0.99,0.1
2908,29081,157.9,0.6,0.99,0.1
2909,29091,119.7,0.6,0.99,0.1
2910,29101,123.8,0.6,0.99,0.1
2911,29111,111.7,0.6,0.99,0.1
2912,29121,127.2,0.6,0.99,0.1
2913,29131,108.6,0.6,0.99,0.1
2914,29141,111.3,0.6,0.99,0.1
2915,29151,132.3,0.6,0.99,0.1
2916,29161,186.0,0.6,0.99,0.1
2917,29171,106.3,0.6,0.99,0.1
2918,29181,143.3,0.6,0.99,0.1
2919,29191,120.7,0.6,0.99,0.1
2920,29201,162.7,0.6,0.99,0.1
2921,29211,166.3,0.6,0.99,0.1
2922,29221,125.3,0.6,0.99,0.1
2923,29231,160.7,0.6,0.99,0.1
2924,29241,164.2,0.6,0.99,0.1
2925,29251,120.8,0.6,0.99,0.1
2926,29261,141.4,0.6,0.99,0.1
2927,29271,142.4,0.6,0.99,0.1
2928,29281,142.3,0.6,0.99,0.1
2929,29291,178.0,0.6,0.99,0.1
2930,29301,103.2,0.6,0.99,0.1
2931,29311,110.4,0.6,0.99,0.1
2932,29321,107.0,0.6,0.99,0.1
2933,29331,170.3,0.6,0.99,0.1
2934,29341,153.4,0.6,0.99,0.1
2935,29351,110.4,0.6,0.99,0.1
2936,29361,113.7,0.6,0.99,0.1
2937,29371,99.3,0.6,0.99,0.1
2938,29381,146.4,0.6,0.99,0.1
2939,29391,152.1,0.6,0.99,0.1
2940,29401,136.3,0.6,0.99,0.1
2941,29411,97.8,0.6,0.99,0.1
2942,29421,103.0,0.6,0.99,0.1
2943,29431,103.7,0.6,0.99,0.1
2944,29441,100.9,0.6,0.99,0.1
2945,29451,114.1,0.6,0.99,0.1
2946,29461,136.2,0.6,0.99,0.1
2947,29471,144.4,0.6,0.99,0.1
2948,29481,124.8,0.6,0.99,0.1
2949,29491,133.0,0.6,0.99,0.1
2950,29501,127.7,0.6,0.99,0.1
2951,29511,195.1,0.6,0.99,0.1
2952,29521,114.0,0.6,0.99,0.1
2953,29531,189.9,0.6,0.99,0.1
2954,29541,122.8,0.6,0.99,0.1
2955,29551,170.7,0.6,0.99,0.1
2956,29561,164.8,0.6,0.99,0.1
2957,29571,190.3,0.6,0.99,0.1
2958,29581,194.6,0.6,0.99,0.1
2959,29591,143.1,0.6,0.99,0.1
2960,29601,140.6,0.6,0.99,0.1
2961,29611,161.5,0.6,0.99,0.1
2962,29621,130.1,0.6,0.99,0.1
2963,29631,163.3,0.6,0.99,0.1
2964,29641,183.6,0.6,0.99,0.1
2965,29651,169.7,0.6,0.99,0.1
2966,29661,141.4,0.6,0.99,0.1
2967,29671,97.5,0.6,0.99,0.1
2968,29681,169.6,0.6,0.99,0.1
2969,29691,122.9,0.6,0.99,0.1
2970,29701,133.7,0.6,0.99,0.1
2971,29711,102.7,0.6,0.99,0.1
2972,29721,133.3,0.6,0.99,0.1
2973,29731,175.1,0.6,0.99,0.1
2974,29741,114.6,0.6,0.99,0.1
2975,29751,103.1,0.6,0.99,0.1
2976,29761,164.5,0.6,0.99,0.1
2977,29771,235.3,0.6,0.99,0.1
2978,29781,194.8,0.6,0.99,0.1
2979,29791,225.2,0.6,0.99,0.1
